country,country_code,continent,sub_region,year,human_development_index,corruption_perception_index,population,life_exp,gdp_per_capita
Turkmenistan,TKM,Asia,Central Asia,1999,NA,NA,4449427,63.412,548.6995162
Uganda,UGA,Africa,Sub-Saharan Africa,1999,0.382,2.2,23026357,46.16,257.7477999
Ukraine,UKR,Europe,Eastern Europe,1999,0.669,2.6,49196895,68.21341463,635.7727285
United Arab Emirates,ARE,Asia,Western Asia,1999,0.791,NA,2884188,73.987,28260.00502
Uruguay,URY,Americas,Latin America and the Caribbean,1999,0.738,4.4,3309318,74.577,7247.398162
Uzbekistan,UZB,Asia,Central Asia,1999,NA,1.8,24194543,66.959,702.4807441
Vanuatu,VUT,Oceania,Melanesia,1999,NA,NA,181346,67.043,1477.841822
Zambia,ZMB,Africa,Sub-Saharan Africa,1999,0.418,3.5,10309310,44.104,332.461627
Zimbabwe,ZWE,Africa,Sub-Saharan Africa,1999,0.434,4.1,12374019,45.647,568.4439527
Afghanistan,AFG,Asia,Southern Asia,2000,0.34,NA,19701940,55.482,NA
Albania,ALB,Europe,Southern Europe,2000,0.662,NA,3121965,73.955,1126.68334
Algeria,DZA,Africa,Northern Africa,2000,0.644,NA,31183658,70.292,1757.017797
Angola,AGO,Africa,Sub-Saharan Africa,2000,0.391,1.7,15058638,47.113,555.2969419
Argentina,ARG,Americas,Latin America and the Caribbean,2000,0.771,3.5,37057453,73.832,7669.273916
Armenia,ARM,Asia,Western Asia,2000,0.644,2.5,3076098,71.409,622.7427477
Australia,AUS,Oceania,Australia and New Zealand,2000,0.899,8.3,19107251,79.23414634,21669.41091
Austria,AUT,Europe,Western Europe,2000,0.837,7.7,8050884,78.12682927,24564.45829
Azerbaijan,AZE,Asia,Western Asia,2000,0.642,1.5,8117742,66.763,655.0974326
Bahrain,BHR,Asia,Western Asia,2000,0.794,NA,666855,74.44,13636.34668
Bangladesh,BGD,Asia,Southern Asia,2000,0.468,NA,131280739,65.324,405.6033071
Barbados,BRB,Americas,Latin America and the Caribbean,2000,0.75,NA,269838,73.377,11567.66612
Belarus,BLR,Europe,Eastern Europe,2000,0.681,4.1,9952055,68.91219512,1276.288034
Belgium,BEL,Europe,Western Europe,2000,0.873,6.1,10268380,77.72195122,23207.40591
Belize,BLZ,Americas,Latin America and the Caribbean,2000,0.677,NA,247312,68.329,3364.423711
Benin,BEN,Africa,Sub-Saharan Africa,2000,0.395,NA,6949366,55.391,374.1923942
Bhutan,BTN,Asia,Southern Asia,2000,NA,NA,564187,60.758,765.8632358
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2000,NA,NA,3792878,74.413,1461.75052
Botswana,BWA,Africa,Sub-Saharan Africa,2000,0.56,6,1736579,49.03,3349.068823
Brazil,BRA,Americas,Latin America and the Caribbean,2000,0.685,3.9,175786441,70.055,3739.116139
Bulgaria,BGR,Europe,Eastern Europe,2000,0.713,3.5,8000510,71.66341463,1609.882452
Burkina Faso,BFA,Africa,Sub-Saharan Africa,2000,NA,3,11607944,50.489,226.4759814
Burundi,BDI,Africa,Sub-Saharan Africa,2000,0.268,NA,6767073,51.545,135.9984455
Cambodia,KHM,Asia,South-eastern Asia,2000,0.412,NA,12197905,58.432,302.6489962
Cameroon,CMR,Africa,Sub-Saharan Africa,2000,0.437,2,15927713,50.026,660.1926971
Canada,CAN,Americas,Northern America,2000,0.867,9.2,30701903,79.23658537,24124.16917
Central African Republic,CAF,Africa,Sub-Saharan Africa,2000,0.314,NA,3726048,43.937,243.5429317
Chad,TCD,Africa,Sub-Saharan Africa,2000,0.3,NA,8343321,47.593,166.0231785
Chile,CHL,Americas,Latin America and the Caribbean,2000,0.761,7.4,15170387,76.793,5101.368479
China,CHN,Asia,Eastern Asia,2000,0.592,3.1,1269974572,71.955,959.3724836
Colombia,COL,Americas,Latin America and the Caribbean,2000,0.653,3.2,40403959,71.019,2472.197831
Comoros,COM,Africa,Sub-Saharan Africa,2000,NA,NA,547696,59.46,645.8186908
Costa Rica,CRI,Americas,Latin America and the Caribbean,2000,0.708,5.4,3925450,77.448,3808.363666
Croatia,HRV,Europe,Southern Europe,2000,0.749,3.7,4428069,72.80780488,4919.628069
Cuba,CUB,Americas,Latin America and the Caribbean,2000,0.686,NA,11116787,76.658,2741.110542
Cyprus,CYP,Asia,Western Asia,2000,0.8,NA,943287,78.01,14672.88206
Denmark,DNK,Europe,Northern Europe,2000,0.862,9.8,5338283,76.59268293,30743.55917
Djibouti,DJI,Africa,Sub-Saharan Africa,2000,0.363,NA,722562,57.021,768.1760767
Dominica,DMA,Americas,Latin America and the Caribbean,2000,0.695,NA,69679,NA,4785.993583
Dominican Republic,DOM,Americas,Latin America and the Caribbean,2000,0.656,NA,8562623,70.568,2838.513335
Ecuador,ECU,Americas,Latin America and the Caribbean,2000,0.67,2.6,12628596,72.933,1451.290776
El Salvador,SLV,Americas,Latin America and the Caribbean,2000,0.615,4.1,5811836,68.834,2008.466064
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,2000,0.527,NA,530896,52.752,1702.684901
Eritrea,ERI,Africa,Sub-Saharan Africa,2000,NA,NA,3535156,55.258,208.1969487
Estonia,EST,Europe,Northern Europe,2000,0.781,5.7,1399145,70.41707317,4070.032827
Ethiopia,ETH,Africa,Sub-Saharan Africa,2000,0.283,3.2,66443603,51.94,123.8762057
Fiji,FJI,Oceania,Melanesia,2000,0.683,NA,811223,67.553,2076.013308
Finland,FIN,Europe,Northern Europe,2000,0.856,10,5176482,77.46585366,24253.25042
France,FRA,Europe,Western Europe,2000,0.849,6.7,59387183,79.05609756,22364.02939
Gabon,GAB,Africa,Sub-Saharan Africa,2000,0.633,NA,1231548,59.302,4116.460693
Georgia,GEO,Asia,Western Asia,2000,0.673,NA,4743591,71.907,691.9977067
Germany,DEU,Europe,Western Europe,2000,0.86,7.6,81895925,77.92682927,23718.7467
Ghana,GHA,Africa,Sub-Saharan Africa,2000,0.485,3.5,18824994,56.994,263.1124679
Greece,GRC,Europe,Southern Europe,2000,0.801,4.9,10954032,77.88780488,12042.95373
Grenada,GRD,Americas,Latin America and the Caribbean,2000,NA,NA,101620,70.337,5117.5899230000005
Guatemala,GTM,Americas,Latin America and the Caribbean,2000,0.546,NA,11688660,67.849,1655.58773
Guinea,GIN,Africa,Sub-Saharan Africa,2000,0.322,NA,8799165,51.181,340.0516918
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2000,NA,NA,1315455,52.27,297.7519336
Guyana,GUY,Americas,Latin America and the Caribbean,2000,0.606,NA,742218,64.93,946.0599372
Haiti,HTI,Americas,Latin America and the Caribbean,2000,0.443,NA,8549202,57.716,462.4814381
Honduras,HND,Americas,Latin America and the Caribbean,2000,0.557,NA,6243080,70.537,1088.779869
Hungary,HUN,Europe,Eastern Europe,2000,0.769,5.2,10224113,71.24634146,4633.312923
Iceland,ISL,Europe,Northern Europe,2000,0.854,9.1,281214,79.65365854,31746.02314
India,IND,Asia,Southern Asia,2000,0.494,2.8,1053481072,62.582,438.8646304
Indonesia,IDN,Asia,South-eastern Asia,2000,0.604,1.7,211540428,66.285,780.0920744
Iraq,IRQ,Asia,Western Asia,2000,0.607,NA,23574751,69.169,NA
Ireland,IRL,Europe,Northern Europe,2000,0.857,7.2,3841574,76.53658537,26241.51449
Israel,ISR,Asia,Western Asia,2000,0.85,6.6,6013711,78.95365854,21042.9816
Italy,ITA,Europe,Southern Europe,2000,0.828,4.6,57147081,79.77804878,20051.24215
Jamaica,JAM,Americas,Latin America and the Caribbean,2000,0.68,NA,2600095,72.327,3381.939321
Japan,JPN,Asia,Eastern Asia,2000,0.856,6.4,125714674,81.07609756,38532.04088
Jordan,JOR,Asia,Western Asia,2000,0.706,4.6,4767476,71.73,1657.889256
Kazakhstan,KAZ,Asia,Central Asia,2000,0.685,3,14956769,65.51707317,1229.000958
Kenya,KEN,Africa,Sub-Saharan Africa,2000,0.447,2.1,31065820,51.751,403.9797132
Kiribati,KIR,Oceania,Micronesia,2000,NA,NA,84406,64.001,796.7937634
Kuwait,KWT,Asia,Western Asia,2000,0.786,NA,1929470,73.16,18389.38433
Latvia,LVA,Europe,Northern Europe,2000,0.728,3.4,2371481,70.31463415,3352.731296
Lebanon,LBN,Asia,Western Asia,2000,NA,NA,3235380,74.447,5334.903329
Lesotho,LSO,Africa,Sub-Saharan Africa,2000,0.443,NA,1856225,48.405,474.8197906
Liberia,LBR,Africa,Sub-Saharan Africa,2000,0.386,NA,2891968,52.423,302.9964757
Libya,LBY,Africa,Northern Africa,2000,0.732,NA,5337264,70.473,7145.628494
Lithuania,LTU,Europe,Northern Europe,2000,0.757,4.1,3486373,72.0195122,3297.354701
Luxembourg,LUX,Europe,Western Europe,2000,0.854,8.6,436107,77.87317073,48735.99549
Madagascar,MDG,Africa,Sub-Saharan Africa,2000,0.456,NA,15744811,58.485,245.9390659
Malawi,MWI,Africa,Sub-Saharan Africa,2000,0.387,4.1,11193230,46.45,153.2595087
Malaysia,MYS,Asia,South-eastern Asia,2000,0.725,4.8,23420751,72.8,4045.170471
Maldives,MDV,Asia,Southern Asia,2000,0.587,NA,280384,69.936,2226.721729
Mali,MLI,Africa,Sub-Saharan Africa,2000,0.297,NA,11046926,48.069,269.3483829
Malta,MLT,Europe,Southern Europe,2000,0.783,NA,387180,78.2,11039.05651
Mauritania,MRT,Africa,Sub-Saharan Africa,2000,0.444,NA,2711421,60.049,477.4761024
Mauritius,MUS,Africa,Sub-Saharan Africa,2000,0.673,4.7,1185143,71.66341463,3861.032414
Mexico,MEX,Americas,Latin America and the Caribbean,2000,0.7,3.3,102808590,74.364,6959.388717
Mongolia,MNG,Asia,Eastern Asia,2000,0.588,NA,2397438,62.869,474.2133361
Montenegro,MNE,Europe,Southern Europe,2000,NA,NA,613557,73.228,1627.072633
Morocco,MAR,Africa,Northern Africa,2000,0.53,4.7,28950553,68.722,1332.382358
Mozambique,MOZ,Africa,Sub-Saharan Africa,2000,0.298,2.2,18264536,48.348,277.6486591
Myanmar,MMR,Asia,South-eastern Asia,2000,0.427,NA,47669791,62.133,193.1874804
Namibia,NAM,Africa,Sub-Saharan Africa,2000,0.556,5.4,1897953,55.608,2018.680835
Nepal,NPL,Asia,Southern Asia,2000,0.446,NA,23740145,62.386,231.4255004
Netherlands,NLD,Europe,Western Europe,2000,0.878,8.9,15894016,77.98780488,25921.12794
New Zealand,NZL,Oceania,Australia and New Zealand,2000,0.868,9.4,3858234,78.63658537,13640.98889
Nicaragua,NIC,Americas,Latin America and the Caribbean,2000,0.57,NA,5026792,69.742,1016.020743
Niger,NER,Africa,Sub-Saharan Africa,2000,0.255,NA,11224523,49.874,158.4055972
Nigeria,NGA,Africa,Sub-Saharan Africa,2000,NA,1.2,122876723,46.266,567.6143571
Norway,NOR,Europe,Northern Europe,2000,0.917,9.1,4491572,78.63414634,38146.71539
Oman,OMN,Asia,Western Asia,2000,0.705,NA,2239403,72.126,8601.185906
Pakistan,PAK,Asia,Southern Asia,2000,0.45,NA,138250487,62.727,533.8624114
Panama,PAN,Americas,Latin America and the Caribbean,2000,0.721,NA,3028751,75.084,4060.299035
Papua New Guinea,PNG,Oceania,Melanesia,2000,0.422,NA,5374051,61.832,631.9453351
Paraguay,PRY,Americas,Latin America and the Caribbean,2000,0.624,NA,5302703,70.07,1670.036989
Peru,PER,Americas,Latin America and the Caribbean,2000,0.677,4.4,25914875,70.512,1996.719689
Philippines,PHL,Asia,South-eastern Asia,2000,0.622,2.8,77932247,67.17,1038.911018
Poland,POL,Europe,Eastern Europe,2000,0.784,4.1,38486305,73.74878049,4492.727604
Portugal,PRT,Europe,Southern Europe,2000,0.782,6.4,10278542,76.31463415,11502.39681
Qatar,QAT,Asia,Western Asia,2000,0.809,NA,593453,76.279,29986.29015
Romania,ROU,Europe,Eastern Europe,2000,0.708,2.9,22128139,71.16341463,1668.162731
Rwanda,RWA,Africa,Sub-Saharan Africa,2000,0.332,NA,8021875,48.415,216.1727954
Samoa,WSM,Oceania,Polynesia,2000,0.645,NA,174614,69.305,1540.689023
Sao Tome and Principe,STP,Africa,Sub-Saharan Africa,2000,0.497,NA,137164,63.338,NA
Saudi Arabia,SAU,Asia,Western Asia,2000,0.742,NA,21392273,72.44,9126.954277
Senegal,SEN,Africa,Sub-Saharan Africa,2000,0.381,3.5,9860578,57.796,599.3735869
Serbia,SRB,Europe,Southern Europe,2000,0.709,NA,9463306,71.58292683,870.1365252
Seychelles,SYC,Africa,Sub-Saharan Africa,2000,0.714,NA,81154,72.77804878,7578.851053
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2000,0.302,NA,4060709,38.702,139.3147734
Singapore,SGP,Asia,South-eastern Asia,2000,0.82,9.1,3918183,77.95121951,23792.60707
Slovenia,SVN,Europe,Southern Europe,2000,0.824,5.5,1988652,75.41219512,10227.73677
Solomon Islands,SLB,Oceania,Melanesia,2000,0.442,NA,412336,63.103,1054.518572
South Africa,ZAF,Africa,Sub-Saharan Africa,2000,0.629,5,44896856,56.341,2982.000426
South Sudan,SSD,Africa,Sub-Saharan Africa,2000,NA,NA,6692999,49.239,NA
Spain,ESP,Europe,Southern Europe,2000,0.825,7,40749800,78.96585366,14676.70609
Sri Lanka,LKA,Asia,Southern Asia,2000,0.686,NA,18783745,71.002,869.4956921
Sudan,SDN,Africa,Northern Africa,2000,0.399,NA,28079664,58.43,361.0305843
Suriname,SUR,Americas,Latin America and the Caribbean,2000,NA,NA,480751,67.838,2006.121996
Sweden,SWE,Europe,Northern Europe,2000,0.877,9.4,8872284,79.64390244,29283.00505
Switzerland,CHE,Europe,Western Europe,2000,0.888,8.6,7165581,79.6804878,37868.32306
Tajikistan,TJK,Asia,Central Asia,2000,0.535,NA,6186152,65.485,138.4319081
Thailand,THA,Asia,South-eastern Asia,2000,0.649,3.2,62693322,70.624,2007.564826
Timor-Leste,TLS,Asia,South-eastern Asia,2000,0.47,NA,847185,59.36,504.3557475
Togo,TGO,Africa,Sub-Saharan Africa,2000,0.426,NA,4874735,53.489,299.4116476
Tonga,TON,Oceania,Polynesia,2000,0.674,NA,97898,70.811,2063.207236
Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,2000,0.715,NA,1267980,68.532,6430.947262
Tunisia,TUN,Africa,Northern Africa,2000,0.654,5.2,9699192,73.155,2213.914088
Turkey,TUR,Asia,Western Asia,2000,0.653,3.8,63240157,70.008,4316.561103
Turkmenistan,TKM,Asia,Central Asia,2000,NA,NA,4501419,63.613,643.1750108
Uganda,UGA,Africa,Sub-Saharan Africa,2000,0.396,2.3,23757636,47.077,257.6303609
Ukraine,UKR,Europe,Eastern Europe,2000,0.673,1.5,48746269,67.8595122,635.7128467
United Arab Emirates,ARE,Asia,Western Asia,2000,0.798,NA,3050128,74.239,33071.26869
Uruguay,URY,Americas,Latin America and the Caribbean,2000,0.742,NA,3321242,74.805,6871.897677
Uzbekistan,UZB,Asia,Central Asia,2000,0.594,2.4,24518222,67.154,558.2268024
Vanuatu,VUT,Oceania,Melanesia,2000,NA,NA,185058,67.438,1469.849149
Zambia,ZMB,Africa,Sub-Saharan Africa,2000,0.424,3.4,10585220,44.702,341.9055625
Zimbabwe,ZWE,Africa,Sub-Saharan Africa,2000,0.427,3,12499981,44.841,547.3588785
Afghanistan,AFG,Asia,Southern Asia,2001,0.341,NA,20531160,56.044,NA
Albania,ALB,Europe,Southern Europe,2001,0.67,NA,3124093,74.286,1281.659826
Algeria,DZA,Africa,Northern Africa,2001,0.653,NA,31590320,70.778,1732.857979
Angola,AGO,Africa,Sub-Saharan Africa,2001,0.401,NA,15562791,48.2,526.168743
Argentina,ARG,Americas,Latin America and the Caribbean,2001,0.776,3.5,37471535,74.039,7170.694674
Armenia,ARM,Asia,Western Asia,2001,0.645,NA,3060036,71.8,694.4305119
Australia,AUS,Oceania,Australia and New Zealand,2001,0.902,8.5,19308681,79.63414634,19482.5679
Austria,AUT,Europe,Western Europe,2001,0.847,7.8,8078877,78.57560976,24537.51426
Azerbaijan,AZE,Asia,Western Asia,2001,0.651,2,8195648,67.054,703.6838434
Bahrain,BHR,Asia,Western Asia,2001,0.796,NA,694893,74.635,12868.211
Bangladesh,BGD,Asia,Southern Asia,2001,0.476,0.4,133776064,65.903,402.5981152
Barbados,BRB,Americas,Latin America and the Caribbean,2001,0.749,NA,270686,73.535,11513.93686
Belarus,BLR,Europe,Eastern Europe,2001,0.687,NA,9891535,68.50731707,1244.373185
Belgium,BEL,Europe,Western Europe,2001,0.875,6.6,10311331,77.97317073,23121.60114
Belize,BLZ,Americas,Latin America and the Caribbean,2001,0.678,NA,254989,68.356,3419.275719
Benin,BEN,Africa,Sub-Saharan Africa,2001,0.407,NA,7174911,55.668,378.736054
Bhutan,BTN,Asia,Southern Asia,2001,NA,NA,580784,61.625,807.9387673
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2001,NA,NA,3799747,74.653,1524.412022
Botswana,BWA,Africa,Sub-Saharan Africa,2001,0.558,6,1762531,48.838,3128.097793
Brazil,BRA,Americas,Latin America and the Caribbean,2001,0.692,4,178419396,70.486,3146.948904
Bulgaria,BGR,Europe,Eastern Europe,2001,0.723,3.9,7934389,71.76829268,1757.44378
Burkina Faso,BFA,Africa,Sub-Saharan Africa,2001,NA,NA,11943740,50.893,235.4912324
Burundi,BDI,Africa,Sub-Saharan Africa,2001,0.268,NA,6946720,51.779,133.7427689
Cambodia,KHM,Asia,South-eastern Asia,2001,0.427,NA,12448881,59.335,321.2263004
Cameroon,CMR,Africa,Sub-Saharan Africa,2001,0.452,2,16349364,50.495,661.7774417
Canada,CAN,Americas,Northern America,2001,0.872,8.9,30991344,79.48780488,23691.59472
Central African Republic,CAF,Africa,Sub-Saharan Africa,2001,0.315,NA,3794677,43.755,243.1586486
Chad,TCD,Africa,Sub-Saharan Africa,2001,0.303,NA,8663599,47.603,197.3156442
Chile,CHL,Americas,Latin America and the Caribbean,2001,0.768,7.5,15358418,77.034,4595.666327
China,CHN,Asia,Eastern Asia,2001,0.6,3.5,1277188787,72.401,1053.108243
Colombia,COL,Americas,Latin America and the Caribbean,2001,0.656,3.8,40988909,71.293,2395.856551
Comoros,COM,Africa,Sub-Saharan Africa,2001,NA,NA,561525,59.529,680.3185414
Costa Rica,CRI,Americas,Latin America and the Caribbean,2001,0.712,4.5,3996800,77.597,3981.528073
Croatia,HRV,Europe,Southern Europe,2001,0.759,3.9,4408458,74.51292683,5245.421419
Cuba,CUB,Americas,Latin America and the Caribbean,2001,0.692,NA,11151472,76.88,2832.188893
Cyprus,CYP,Asia,Western Asia,2001,0.805,NA,961482,78.14,15062.92433
Denmark,DNK,Europe,Northern Europe,2001,0.875,9.5,5354704,76.79268293,30751.64946
Djibouti,DJI,Africa,Sub-Saharan Africa,2001,0.372,NA,734088,57.1,781.2322196
Dominica,DMA,Americas,Latin America and the Caribbean,2001,0.699,NA,69660,NA,4883.092781
Dominican Republic,DOM,Americas,Latin America and the Caribbean,2001,0.66,NA,8697127,70.775,2943.421936
Ecuador,ECU,Americas,Latin America and the Caribbean,2001,0.675,2.3,12852753,73.22,1903.741571
El Salvador,SLV,Americas,Latin America and the Caribbean,2001,0.621,3.6,5844738,69.135,2079.683818
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,2001,0.542,NA,549007,53.099,2283.879039
Eritrea,ERI,Africa,Sub-Saharan Africa,2001,NA,NA,3655006,55.847,215.1392103
Estonia,EST,Europe,Northern Europe,2001,0.791,5.6,1391754,70.25853659,4498.957027
Ethiopia,ETH,Africa,Sub-Saharan Africa,2001,0.298,NA,68393128,52.593,120.1789279
Fiji,FJI,Oceania,Melanesia,2001,0.687,NA,814215,67.734,2038.891729
Finland,FIN,Europe,Northern Europe,2001,0.863,9.9,5188446,77.96585366,24913.24452
France,FRA,Europe,Western Europe,2001,0.851,6.7,59711914,79.15853659,22433.55571
Gabon,GAB,Africa,Sub-Saharan Africa,2001,0.636,NA,1260435,59.171,3976.104887
Georgia,GEO,Asia,Western Asia,2001,0.677,NA,4685769,72.182,733.9703976
Germany,DEU,Europe,Western Europe,2001,0.867,7.4,81809438,78.32926829,23687.31689
Ghana,GHA,Africa,Sub-Saharan Africa,2001,0.484,3.4,19293804,57.147,273.6596668
Greece,GRC,Europe,Southern Europe,2001,0.811,4.2,10987715,78.38780488,12538.17883
Grenada,GRD,Americas,Latin America and the Caribbean,2001,NA,NA,101849,70.551,5109.958715
Guatemala,GTM,Americas,Latin America and the Caribbean,2001,0.553,2.9,11976725,68.304,1568.376308
Guinea,GIN,Africa,Sub-Saharan Africa,2001,0.329,NA,8955756,51.229,315.8398003
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2001,NA,NA,1343646,52.45,309.486749
Guyana,GUY,Americas,Latin America and the Caribbean,2001,0.609,NA,743163,65.065,946.7002573
Haiti,HTI,Americas,Latin America and the Caribbean,2001,0.444,NA,8692564,57.969,413.7377376
Honduras,HND,Americas,Latin America and the Caribbean,2001,0.561,2.7,6371304,70.756,1130.405046
Hungary,HUN,Europe,Eastern Europe,2001,0.775,5.3,10195978,72.24878049,5283.034459
Iceland,ISL,Europe,Northern Europe,2001,0.859,9.2,284037,80.6902439,28551.78527
India,IND,Asia,Southern Asia,2001,0.499,2.7,1071888190,62.977,447.0138966
Indonesia,IDN,Asia,South-eastern Asia,2001,0.608,1.9,214448301,66.467,747.9817455
Iraq,IRQ,Asia,Western Asia,2001,0.614,NA,24258794,69.081,NA
Ireland,IRL,Europe,Northern Europe,2001,0.862,7.5,3901688,77.13414634,28227.27705
Israel,ISR,Asia,Western Asia,2001,0.855,7.6,6129980,79.40731707,20299.13773
Italy,ITA,Europe,Southern Europe,2001,0.836,5.5,57359179,80.12682927,20400.81111
Jamaica,JAM,Americas,Latin America and the Caribbean,2001,0.69,NA,2618325,72.487,3428.456773
Japan,JPN,Asia,Eastern Asia,2001,0.86,7.1,125974298,81.41707317,33846.46564
Jordan,JOR,Asia,Western Asia,2001,0.712,4.9,4850227,71.907,1728.260509
Kazakhstan,KAZ,Asia,Central Asia,2001,0.7,2.7,14942788,65.76829268,1490.92709
Kenya,KEN,Africa,Sub-Saharan Africa,2001,0.451,2,31863280,52.004,401.7763612
Kiribati,KIR,Oceania,Micronesia,2001,NA,NA,85858,64.231,734.9492461
Kuwait,KWT,Asia,Western Asia,2001,0.785,NA,1990022,73.232,16540.96761
Latvia,LVA,Europe,Northern Europe,2001,0.746,3.4,2345145,70.76097561,3572.80513
Lebanon,LBN,Asia,Western Asia,2001,NA,NA,3359875,74.934,5253.122599
Lesotho,LSO,Africa,Sub-Saharan Africa,2001,0.446,NA,1871489,47.195,437.8190154
Liberia,LBR,Africa,Sub-Saharan Africa,2001,0.376,NA,2998770,52.543,302.8953587
Libya,LBY,Africa,Northern Africa,2001,0.736,NA,5428303,70.616,6269.580123
Lithuania,LTU,Europe,Northern Europe,2001,0.77,4.8,3458923,71.65853659,3530.147337
Luxembourg,LUX,Europe,Western Europe,2001,0.86,8.7,440198,77.82439024,48179.42085
Madagascar,MDG,Africa,Sub-Saharan Africa,2001,0.462,NA,16235767,59.129,278.5557032
Malawi,MWI,Africa,Sub-Saharan Africa,2001,0.388,3.2,11491824,46.71,146.7615397
Malaysia,MYS,Asia,South-eastern Asia,2001,0.723,5,23920963,72.966,3915.115046
Maldives,MDV,Asia,Southern Asia,2001,0.597,NA,285298,70.842,3031.69994
Mali,MLI,Africa,Sub-Saharan Africa,2001,0.308,NA,11376094,48.758,306.8473237
Malta,MLT,Europe,Southern Europe,2001,0.786,NA,389323,78.84390244,11021.78636
Mauritania,MRT,Africa,Sub-Saharan Africa,2001,0.446,NA,2796502,60.143,464.229758
Mauritius,MUS,Africa,Sub-Saharan Africa,2001,0.683,4.5,1193950,71.76585366,3792.182152
Mexico,MEX,Americas,Latin America and the Caribbean,2001,0.703,3.7,104239563,74.598,7341.882478
Mongolia,MNG,Asia,Eastern Asia,2001,0.599,NA,2419729,63.319,524.0145924
Montenegro,MNE,Europe,Southern Europe,2001,NA,NA,613239,73.23,1909.598702
Morocco,MAR,Africa,Northern Africa,2001,0.54,NA,29250983,69.209,1336.775376
Mozambique,MOZ,Africa,Sub-Saharan Africa,2001,0.311,NA,18792357,48.859,256.4414872
Myanmar,MMR,Asia,South-eastern Asia,2001,0.435,NA,48195684,62.452,138.9249275
Namibia,NAM,Africa,Sub-Saharan Africa,2001,0.556,5.4,1931005,54.798,1797.920787
Nepal,NPL,Asia,Southern Asia,2001,0.447,NA,24140941,63.082,248.618098
Netherlands,NLD,Europe,Western Europe,2001,0.882,8.8,15984365,78.1902439,26584.12169
New Zealand,NZL,Oceania,Australia and New Zealand,2001,0.873,9.4,3906911,78.69268293,13882.85683
Nicaragua,NIC,Americas,Latin America and the Caribbean,2001,0.577,2.4,5100750,70.214,1043.600758
Niger,NER,Africa,Sub-Saharan Africa,2001,0.261,NA,11642308,50.494,165.2507247
Nigeria,NGA,Africa,Sub-Saharan Africa,2001,NA,1,126014935,46.509,590.0553023
Norway,NOR,Europe,Northern Europe,2001,0.916,8.6,4514907,78.78536585,38549.58934
Oman,OMN,Asia,Western Asia,2001,0.716,NA,2272547,72.58,8476.610511
Pakistan,PAK,Asia,Southern Asia,2001,0.457,2.3,141282077,62.967,510.6568157
Panama,PAN,Americas,Latin America and the Caribbean,2001,0.725,3.7,3086887,75.267,4046.372833
Papua New Guinea,PNG,Oceania,Melanesia,2001,0.428,NA,5512835,62.139,539.0031987
Paraguay,PRY,Americas,Latin America and the Caribbean,2001,0.632,NA,5406625,70.335,1571.36994
Peru,PER,Americas,Latin America and the Caribbean,2001,0.686,4.1,26261363,70.964,1981.243653
Philippines,PHL,Asia,South-eastern Asia,2001,0.625,2.9,79604541,67.308,957.2807497
Poland,POL,Europe,Eastern Europe,2001,0.79,4.1,38466543,74.2,4981.198619
Portugal,PRT,Europe,Southern Europe,2001,0.788,6.3,10320463,76.81463415,11729.14616
Qatar,QAT,Asia,Western Asia,2001,0.807,NA,613720,76.387,28430.63635
Romania,ROU,Europe,Eastern Europe,2001,0.714,2.8,21983221,71.16097561,1839.72945
Rwanda,RWA,Africa,Sub-Saharan Africa,2001,0.343,NA,8329113,49.793,201.0569839
Samoa,WSM,Oceania,Polynesia,2001,0.653,NA,175567,69.637,1555.474051
Sao Tome and Principe,STP,Africa,Sub-Saharan Africa,2001,0.501,NA,140003,63.526,505.7871815
Saudi Arabia,SAU,Asia,Western Asia,2001,0.745,NA,22007937,72.651,8643.494005
Senegal,SEN,Africa,Sub-Saharan Africa,2001,0.397,2.9,10118078,58.18,609.295002
Serbia,SRB,Europe,Southern Europe,2001,0.715,NA,9384816,72.23414634,1634.875061
Seychelles,SYC,Africa,Sub-Saharan Africa,2001,0.712,NA,82519,73.25365854,7663.13708
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2001,0.306,NA,4220198,39.66,230.0978873
Singapore,SGP,Asia,South-eastern Asia,2001,0.818,9.2,4023237,78.25121951,21577.07823
Slovenia,SVN,Europe,Southern Europe,2001,0.835,5.2,1988287,75.75853659,10479.29634
Solomon Islands,SLB,Oceania,Melanesia,2001,0.446,NA,423535,63.744,944.81684
South Africa,ZAF,Africa,Sub-Saharan Africa,2001,0.62,4.8,45579161,55.273,2621.554437
South Sudan,SSD,Africa,Sub-Saharan Africa,2001,NA,NA,6967817,49.631,NA
Spain,ESP,Europe,Southern Europe,2001,0.828,7,41230518,79.36829268,15323.6114
Sri Lanka,LKA,Asia,Southern Asia,2001,0.699,NA,18914866,71.775,832.7451402
Sudan,SDN,Africa,Northern Africa,2001,0.403,NA,28805142,58.801,377.5254454
Suriname,SUR,Americas,Latin America and the Caribbean,2001,NA,NA,484210,67.918,1746.304178
