country,country_code,continent,sub_region,year,human_development_index,corruption_perception_index,population,life_exp,gdp_per_capita
Malawi,MWI,Africa,Sub-Saharan Africa,2009,0.43,3.3,14329056,55.745,420.7472051
Malaysia,MYS,Asia,South-eastern Asia,2009,0.764,4.5,27661017,74.022,7326.744435
Maldives,MDV,Asia,Southern Asia,2009,0.653,2.5,326713,75.92,6615.763778
Mali,MLI,Africa,Sub-Saharan Africa,2009,0.396,2.8,14694565,54.756,697.0153124
Malta,MLT,Europe,Southern Europe,2009,0.819,5.2,409475,80.24146341,20675.58259
Mauritania,MRT,Africa,Sub-Saharan Africa,2009,0.484,2.5,3501927,61.73,1044.489823
Mauritius,MUS,Africa,Sub-Saharan Africa,2009,0.74,5.4,1242954,72.88243902,7318.12641
Mexico,MEX,Americas,Latin America and the Caribbean,2009,0.739,3.3,116815612,75.948,7792.24773
Mongolia,MNG,Asia,Eastern Asia,2009,0.693,2.7,2669572,66.92,1717.898761
Montenegro,MNE,Europe,Southern Europe,2009,0.787,3.9,620870,74.858,6727.107767
Morocco,MAR,Africa,Northern Africa,2009,0.603,3.3,31714958,73.572,2861.554005
Mozambique,MOZ,Africa,Sub-Saharan Africa,2009,0.39,2.5,23647815,54.096,463.8526178
Myanmar,MMR,Asia,South-eastern Asia,2009,0.515,1.4,51369725,64.838,741.0777116
Namibia,NAM,Africa,Sub-Saharan Africa,2009,0.604,4.5,2152357,56.883,4153.497885
Nepal,NPL,Asia,Southern Asia,2009,0.515,2.3,26592666,67.484,480.7200909
Netherlands,NLD,Europe,Western Europe,2009,0.906,8.9,16575173,80.54878049,51900.34009
New Zealand,NZL,Oceania,Australia and New Zealand,2009,0.899,9.4,4329124,80.70243902,28201.23228
Nicaragua,NIC,Americas,Latin America and the Caribbean,2009,0.614,2.5,5666595,73.369,1464.497754
Niger,NER,Africa,Sub-Saharan Africa,2009,0.312,2.9,15672194,56.105,339.7702669
Nigeria,NGA,Africa,Sub-Saharan Africa,2009,0.492,2.5,155207145,50.385,1890.389128
Norway,NOR,Europe,Northern Europe,2009,0.936,8.6,4830371,80.79512195,80067.17664
Oman,OMN,Asia,Western Asia,2009,0.797,5.5,2762073,75.451,16784.34616
Pakistan,PAK,Asia,Southern Asia,2009,0.521,2.4,166520983,64.845,1006.603999
Panama,PAN,Americas,Latin America and the Caribbean,2009,0.756,3.4,3559401,76.641,7575.780644
Papua New Guinea,PNG,Oceania,Melanesia,2009,0.485,2.1,6693799,64.455,1672.490908
Paraguay,PRY,Americas,Latin America and the Caribbean,2009,0.664,2.1,6127847,72.089,3645.944648
Peru,PER,Americas,Latin America and the Caribbean,2009,0.708,3.7,29001563,73.475,4166.093387
Philippines,PHL,Asia,South-eastern Asia,2009,0.662,2.4,91641881,68.211,1825.34154
Poland,POL,Europe,Eastern Europe,2009,0.822,5,38551489,75.69512195,11527.59323
Portugal,PRT,Europe,Southern Europe,2009,0.812,5.8,10590260,78.72682927,23063.97161
Qatar,QAT,Asia,Western Asia,2009,0.825,7,1591151,77.169,61478.23813
Romania,ROU,Europe,Eastern Europe,2009,0.797,3.8,20510263,73.3097561,8474.872003
Rwanda,RWA,Africa,Sub-Saharan Africa,2009,0.454,3.3,10024594,61.962,539.1084948
Samoa,WSM,Oceania,Polynesia,2009,0.69,4.5,184700,72.71,3035.068269
Sao Tome and Principe,STP,Africa,Sub-Saharan Africa,2009,0.542,2.8,167196,65.709,1099.571046
Saudi Arabia,SAU,Asia,Western Asia,2009,0.792,4.3,27409491,73.44,16094.2931
Senegal,SEN,Africa,Sub-Saharan Africa,2009,0.449,3,12581624,63.485,1294.583723
Serbia,SRB,Europe,Southern Europe,2009,0.755,3.5,9087019,73.98536585,5821.305397
Seychelles,SYC,Africa,Sub-Saharan Africa,2009,0.74,4.8,92360,73.08292683,9706.95606
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2009,0.384,2.2,5647194,47.348,388.8746021
Singapore,SGP,Asia,South-eastern Asia,2009,0.889,9.2,4965105,81.24146341,38577.55822
Slovenia,SVN,Europe,Southern Europe,2009,0.872,6.6,2042804,78.97073171,24633.79785
Solomon Islands,SLB,Oceania,Melanesia,2009,0.492,2.8,514767,68.118,1158.282672
South Africa,ZAF,Africa,Sub-Saharan Africa,2009,0.63,4.7,50992034,54.701,5805.998362
South Sudan,SSD,Africa,Sub-Saharan Africa,2009,NA,NA,9623176,53.113,NA
Spain,ESP,Europe,Southern Europe,2009,0.86,6.1,46295191,81.47560976,32334.00548
Sri Lanka,LKA,Asia,Southern Asia,2009,0.739,3.1,20078873,74.27,2095.443968
Sudan,SDN,Africa,Northern Africa,2009,0.461,1.5,35297298,62.193,1226.884381
Suriname,SUR,Americas,Latin America and the Caribbean,2009,0.7,3.7,512522,70.057,7444.130075
Sweden,SWE,Europe,Northern Europe,2009,0.895,9.2,9303432,81.35121951,46207.0592
Switzerland,CHE,Europe,Western Europe,2009,0.92,9,7737316,82.04390244,69927.46877
Tajikistan,TJK,Asia,Central Asia,2009,0.603,2,7414960,69.29,666.3458569
Thailand,THA,Asia,South-eastern Asia,2009,0.711,3.4,66548197,73.617,4212.054902
Timor-Leste,TLS,Asia,South-eastern Asia,2009,0.599,2.2,1041827,66.956,2929.980284
Togo,TGO,Africa,Sub-Saharan Africa,2009,0.449,2.8,6219761,56.814,531.6683806
Tonga,TON,Oceania,Polynesia,2009,0.707,3,103416,72.039,3070.987247
Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,2009,0.772,3.6,1321624,69.567,14506.58604
Tunisia,TUN,Africa,Northern Africa,2009,0.71,4.2,10522214,74.695,4129.977335
Turkey,TUR,Asia,Western Asia,2009,0.715,4.4,71261307,73.859,9036.268076
Turkmenistan,TKM,Asia,Central Asia,2009,NA,1.8,4978960,66.355,4036.459223
Uganda,UGA,Africa,Sub-Saharan Africa,2009,0.473,2.5,32067125,56.409,554.404991
Ukraine,UKR,Europe,Eastern Europe,2009,0.728,2.2,45830711,69.19,2545.480341
United Arab Emirates,ARE,Asia,Western Asia,2009,0.826,6.5,7705423,76.183,33072.57517
Uruguay,URY,Americas,Latin America and the Caribbean,2009,0.777,6.7,3362761,76.436,9415.170382
Uzbekistan,UZB,Asia,Central Asia,2009,0.657,1.7,27338109,69.665,1213.265328
Vanuatu,VUT,Oceania,Melanesia,2009,0.59,3.2,230782,70.442,2643.441423
Zambia,ZMB,Africa,Sub-Saharan Africa,2009,0.533,3,13507849,55.194,1139.110233
Zimbabwe,ZWE,Africa,Sub-Saharan Africa,2009,0.436,2.2,13720997,51.122,699.8822643
Afghanistan,AFG,Asia,Southern Asia,2010,0.454,1.4,27962207,61.226,550.514974
Albania,ALB,Europe,Southern Europe,2010,0.738,3.3,2901883,76.652,4094.360204
Algeria,DZA,Africa,Northern Africa,2010,0.724,2.9,36036159,74.676,4463.394675
Angola,AGO,Africa,Sub-Saharan Africa,2010,0.495,1.9,21219954,58.192,3585.905553
Argentina,ARG,Americas,Latin America and the Caribbean,2010,0.816,2.9,41222875,75.595,10276.2605
Armenia,ARM,Asia,Western Asia,2010,0.729,2.6,2963496,73.331,3218.381655
Australia,AUS,Oceania,Australia and New Zealand,2010,0.927,8.7,22162863,81.69512195,51936.88871
Austria,AUT,Europe,Western Europe,2010,0.88,7.9,8391986,80.5804878,46858.04327
Azerbaijan,AZE,Asia,Western Asia,2010,0.741,2.4,9099893,70.987,5842.805784
Bahrain,BHR,Asia,Western Asia,2010,0.812,4.9,1261319,76.056,20722.10389
Bangladesh,BGD,Asia,Southern Asia,2010,0.545,2.4,151616777,70.198,757.6717572
Barbados,BRB,Americas,Latin America and the Caribbean,2010,0.78,7.8,279566,74.973,16203.15557
Belarus,BLR,Europe,Eastern Europe,2010,0.787,2.5,9492122,70.40487805,6181.399916
Belgium,BEL,Europe,Western Europe,2010,0.884,7.1,10929978,80.18292683,44380.17663
Belize,BLZ,Americas,Latin America and the Caribbean,2010,0.7,NA,321609,69.676,4342.963173
Benin,BEN,Africa,Sub-Saharan Africa,2010,0.454,2.8,9509798,59.319,757.6959074
Bhutan,BTN,Asia,Southern Asia,2010,0.572,5.7,720246,67.79,2178.921383
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2010,0.711,3.2,3835258,75.905,4614.829041
Botswana,BWA,Africa,Sub-Saharan Africa,2010,0.678,5.8,2047831,59.868,6346.156204
Brazil,BRA,Americas,Latin America and the Caribbean,2010,0.724,3.7,198614208,73.838,11224.15408
Bulgaria,BGR,Europe,Eastern Europe,2010,0.775,3.6,7407297,73.51219512,6843.26695
Burkina Faso,BFA,Africa,Sub-Saharan Africa,2010,0.377,3.1,15632066,57.096,575.4464527
Burundi,BDI,Africa,Sub-Saharan Africa,2010,0.385,1.8,9461117,54.861,231.7955369
Cambodia,KHM,Asia,South-eastern Asia,2010,0.533,2.1,14363586,66.555,785.6928841
Cameroon,CMR,Africa,Sub-Saharan Africa,2010,0.486,2.2,20590666,55.424,1309.122208
Canada,CAN,Americas,Northern America,2010,0.903,8.9,34126173,81.19756098,47447.47602
Central African Republic,CAF,Africa,Sub-Saharan Africa,2010,0.361,2.1,4444973,47.56,446.4436878
Chad,TCD,Africa,Sub-Saharan Africa,2010,0.37,1.7,11896380,50.233,896.5697341
Chile,CHL,Americas,Latin America and the Caribbean,2010,0.82,7.2,17015048,78.454,12860.17764
China,CHN,Asia,Eastern Asia,2010,0.7,3.5,1340968737,75.236,4560.512586
Colombia,COL,Americas,Latin America and the Caribbean,2010,0.7,3.5,45918101,73.325,6230.738366
Comoros,COM,Africa,Sub-Saharan Africa,2010,0.479,2.1,698695,61.862,1315.214806
Costa Rica,CRI,Americas,Latin America and the Caribbean,2010,0.752,5.3,4545273,78.756,8199.414621
Croatia,HRV,Europe,Southern Europe,2010,0.808,4.1,4316425,76.47560976,13546.21421
Cuba,CUB,Americas,Latin America and the Caribbean,2010,0.78,3.7,11308133,78.959,5676.141403
Cyprus,CYP,Asia,Western Asia,2010,0.847,6.3,1103685,79.43,30818.46396
Denmark,DNK,Europe,Northern Europe,2010,0.91,9.3,5550959,79.1,58041.41122
Djibouti,DJI,Africa,Sub-Saharan Africa,2010,0.451,3.2,830802,60.383,1325.990724
Dominica,DMA,Americas,Latin America and the Caribbean,2010,0.722,5.2,71167,NA,6912.435714
Dominican Republic,DOM,Americas,Latin America and the Caribbean,2010,0.703,3,9897983,72.702,5453.926861
Ecuador,ECU,Americas,Latin America and the Caribbean,2010,0.71,2.5,14934692,75.046,4657.302361
El Salvador,SLV,Americas,Latin America and the Caribbean,2010,0.666,3.6,6038306,71.902,2992.545274
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,2010,0.58,1.9,728710,55.908,17136.44568
Eritrea,ERI,Africa,Sub-Saharan Africa,2010,0.405,2.6,4689664,62.181,482.1490904
Estonia,EST,Europe,Northern Europe,2010,0.838,6.5,1332089,75.42926829,14638.60482
Ethiopia,ETH,Africa,Sub-Saharan Africa,2010,0.411,2.7,87561814,61.625,341.3099092
Fiji,FJI,Oceania,Melanesia,2010,0.709,NA,859952,69.267,3651.966784
Finland,FIN,Europe,Northern Europe,2010,0.878,9.2,5367693,79.87073171,46202.41516
France,FRA,Europe,Western Europe,2010,0.882,6.8,62961136,81.66341463,40638.334
Gabon,GAB,Africa,Sub-Saharan Africa,2010,0.664,2.8,1541936,62.893,8754.113376
Georgia,GEO,Asia,Western Asia,2010,0.742,3.8,4250132,72.649,2964.477041
Germany,DEU,Europe,Western Europe,2010,0.912,7.9,80435307,79.98780488,41785.55691
Ghana,GHA,Africa,Sub-Saharan Africa,2010,0.554,4.1,24317734,60.924,1312.607557
Greece,GRC,Europe,Southern Europe,2010,0.86,3.5,11177509,80.38780488,26917.75898
Grenada,GRD,Americas,Latin America and the Caribbean,2010,0.741,NA,104677,72.618,7365.641538
Guatemala,GTM,Americas,Latin America and the Caribbean,2010,0.609,3.2,14732261,71.494,2825.519029
Guinea,GIN,Africa,Sub-Saharan Africa,2010,0.385,2,11012406,56.765,634.9231054
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2010,0.41,2.1,1634196,55.05,545.7041208
Guyana,GUY,Americas,Latin America and the Caribbean,2010,0.624,2.7,753362,66.022,3044.948083
Haiti,HTI,Americas,Latin America and the Caribbean,2010,0.47,2.2,9999617,61.296,662.2795182
Honduras,HND,Americas,Latin America and the Caribbean,2010,0.611,2.4,7503875,72.446,1932.85829
Hungary,HUN,Europe,Eastern Europe,2010,0.821,4.7,10014633,74.20731707,13092.23376
Iceland,ISL,Europe,Northern Europe,2010,0.894,8.5,318042,81.89756098,41851.73548
India,IND,Asia,Southern Asia,2010,0.58,3.3,1230984504,66.625,1345.770153
Indonesia,IDN,Asia,South-eastern Asia,2010,0.662,2.8,241613126,68.15,3113.480635
Iraq,IRQ,Asia,Western Asia,2010,0.649,1.5,30868156,68.465,4502.749048
Ireland,IRL,Europe,Northern Europe,2010,0.909,8,4617334,80.74390244,48671.88829
Israel,ISR,Asia,Western Asia,2010,0.883,6.1,7420368,81.60243902,30642.94062
Italy,ITA,Europe,Southern Europe,2010,0.872,3.9,59588007,82.03658537,35849.3732
Jamaica,JAM,Americas,Latin America and the Caribbean,2010,0.722,3.3,2741253,74.883,4685.58832
Japan,JPN,Asia,Eastern Asia,2010,0.884,7.8,127319802,82.84268293,44507.67639
Jordan,JOR,Asia,Western Asia,2010,0.737,4.7,6517912,73.412,3679.190275
Kazakhstan,KAZ,Asia,Central Asia,2010,0.766,2.9,16310624,68.29536585,9070.488253
Kenya,KEN,Africa,Sub-Saharan Africa,2010,0.53,2.1,40328313,62.936,967.3504549
Kiribati,KIR,Oceania,Micronesia,2010,0.585,3.2,102648,65.354,1520.875339
Kuwait,KWT,Asia,Western Asia,2010,0.792,4.5,3059473,73.979,38497.61696
Latvia,LVA,Europe,Northern Europe,2010,0.81,4.3,2090519,73.48292683,11326.21947
Lebanon,LBN,Asia,Western Asia,2010,0.758,2.5,4337156,78.43,8858.283972
Lesotho,LSO,Africa,Sub-Saharan Africa,2010,0.469,3.5,2010586,50.826,1157.341092
Liberia,LBR,Africa,Sub-Saharan Africa,2010,0.406,3.3,3957990,59.631,506.0630046
Libya,LBY,Africa,Northern Africa,2010,0.756,2.2,6265697,71.643,12120.56217
Lithuania,LTU,Europe,Northern Europe,2010,0.826,5,3122835,73.26829268,11984.86857
Luxembourg,LUX,Europe,Western Europe,2010,0.894,8.5,507889,80.63170732,104965.3061
Madagascar,MDG,Africa,Sub-Saharan Africa,2010,0.504,2.6,21079532,63.388,412.7309341
Malawi,MWI,Africa,Sub-Saharan Africa,2010,0.444,3.4,14769824,57.263,458.8654301
Malaysia,MYS,Asia,South-eastern Asia,2010,0.774,4.4,28119500,74.21,9071.356987
Maldives,MDV,Asia,Southern Asia,2010,0.663,2.3,332575,76.112,7100.405899
Mali,MLI,Africa,Sub-Saharan Africa,2010,0.404,2.7,15167286,55.249,708.3707632
Malta,MLT,Europe,Southern Europe,2010,0.826,5.6,412064,81.39756098,21087.79469
Mauritania,MRT,Africa,Sub-Saharan Africa,2010,0.487,2.3,3591400,61.997,1201.756291
Mauritius,MUS,Africa,Sub-Saharan Africa,2010,0.748,5.4,1247951,72.967317070000007,8000.376432
Mexico,MEX,Americas,Latin America and the Caribbean,2010,0.745,3.1,118617542,76.096,9016.457927
Mongolia,MNG,Asia,Eastern Asia,2010,0.701,2.7,2712657,67.383,2650.353648
Montenegro,MNE,Europe,Southern Europe,2010,0.792,3.7,621952,75.28,6682.281158
Morocco,MAR,Africa,Northern Africa,2010,0.612,3.4,32107739,73.999,2834.20472
Mozambique,MOZ,Africa,Sub-Saharan Africa,2010,0.397,2.7,24321457,54.7,419.2258149
Myanmar,MMR,Asia,South-eastern Asia,2010,0.526,1.4,51733013,65.178,987.7365832
Namibia,NAM,Africa,Sub-Saharan Africa,2010,0.612,4.4,2193643,58.189,5191.583081
Nepal,NPL,Asia,Southern Asia,2010,0.529,2.2,26875910,67.914,592.1835216
Netherlands,NLD,Europe,Western Europe,2010,0.911,8.8,16631571,80.70243902,50338.25483
New Zealand,NZL,Oceania,Australia and New Zealand,2010,0.901,9.3,4369027,80.70243902,33692.01083
Nicaragua,NIC,Americas,Latin America and the Caribbean,2010,0.62,2.5,5737722,73.699,1526.497938
Niger,NER,Africa,Sub-Saharan Africa,2010,0.323,2.6,16291990,56.838,348.1560591
Nigeria,NGA,Africa,Sub-Saharan Africa,2010,0.5,2.4,159424742,50.847,2291.360013
Norway,NOR,Europe,Northern Europe,2010,0.939,8.6,4891251,80.99756098,87770.26684
Oman,OMN,Asia,Western Asia,2010,0.797,5.3,2943747,75.694,19281.00081
Pakistan,PAK,Asia,Southern Asia,2010,0.525,2.3,170043918,65.134,1040.142268
Panama,PAN,Americas,Latin America and the Caribbean,2010,0.758,3.6,3620506,76.828,8080.838225
Papua New Guinea,PNG,Oceania,Melanesia,2010,0.494,2.1,6847517,64.634,2004.818112
Paraguay,PRY,Americas,Latin America and the Caribbean,2010,0.675,2.2,6209877,72.285,4382.690449
Peru,PER,Americas,Latin America and the Caribbean,2010,0.721,3.5,29373644,73.681,5022.493191
Philippines,PHL,Asia,South-eastern Asia,2010,0.669,2.4,93038902,68.32,2129.499247
Poland,POL,Europe,Eastern Europe,2010,0.829,5.3,38574682,76.24634146,12597.86239
Portugal,PRT,Europe,Southern Europe,2010,0.818,6,10584837,79.02682927,22538.65408
Qatar,QAT,Asia,Western Asia,2010,0.827,7.7,1765513,77.301,70306.22784
Romania,ROU,Europe,Eastern Europe,2010,0.798,3.7,20298838,73.45853659,8209.919456
Rwanda,RWA,Africa,Sub-Saharan Africa,2010,0.464,4,10293669,63.14,563.4013453
Samoa,WSM,Oceania,Polynesia,2010,0.693,4.1,186029,73.122,3453.434298
Sao Tome and Principe,STP,Africa,Sub-Saharan Africa,2010,0.546,3,170880,65.875,1129.754961
Saudi Arabia,SAU,Asia,Western Asia,2010,0.804,4.7,28090647,73.574,19259.58726
Senegal,SEN,Africa,Sub-Saharan Africa,2010,0.455,2.9,12956791,64.177,1255.402738
Serbia,SRB,Europe,Southern Europe,2010,0.757,3.5,9059046,74.33658537,5411.877404
Seychelles,SYC,Africa,Sub-Saharan Africa,2010,0.744,4.8,93081,73.19756098,10804.68447
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2010,0.392,2.4,5775902,48.224,399.1543676
Singapore,SGP,Asia,South-eastern Asia,2010,0.911,9.3,5078961,81.54146341,46569.67951
Slovenia,SVN,Europe,Southern Europe,2010,0.876,6.4,2052480,79.42195122,23437.47202
Solomon Islands,SLB,Oceania,Melanesia,2010,0.497,2.8,526177,68.572,1290.572374
South Africa,ZAF,Africa,Sub-Saharan Africa,2010,0.638,4.5,51621594,55.888,7276.376756
South Sudan,SSD,Africa,Sub-Saharan Africa,2010,0.429,NA,10056475,53.655,NA
Spain,ESP,Europe,Southern Europe,2010,0.867,6.1,46601492,81.62682927,30736.62785
Sri Lanka,LKA,Asia,Southern Asia,2010,0.746,3.2,20201312,74.352,2808.434392
Sudan,SDN,Africa,Northern Africa,2010,0.463,1.6,36114885,62.62,1476.478087
Suriname,SUR,Americas,Latin America and the Caribbean,2010,0.704,NA,518141,70.335,8303.31332
Sweden,SWE,Europe,Northern Europe,2010,0.901,9.2,9382297,81.45121951,52076.25591
Switzerland,CHE,Europe,Western Europe,2010,0.932,8.7,7830534,82.24634146,74605.72102
Tajikistan,TJK,Asia,Central Asia,2010,0.608,2.1,7581696,69.644,738.3475227
Thailand,THA,Asia,South-eastern Asia,2010,0.72,3.5,66692024,73.923,5075.302176
Timor-Leste,TLS,Asia,South-eastern Asia,2010,0.607,2.5,1057122,67.313,3603.940551
Togo,TGO,Africa,Sub-Saharan Africa,2010,0.457,2.4,6390851,57.465,526.8410724
Tonga,TON,Oceania,Polynesia,2010,0.712,3,103947,72.173,3548.0683990000002
Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,2010,0.774,3.6,1328095,69.756,16683.42242
Tunisia,TUN,Africa,Northern Africa,2010,0.714,4.3,10639194,74.793,4140.15177
Turkey,TUR,Asia,Western Asia,2010,0.737,4.4,72310416,74.154,10672.40036
Turkmenistan,TKM,Asia,Central Asia,2010,0.665,1.6,5041995,66.657,4439.203
Uganda,UGA,Africa,Sub-Saharan Africa,2010,0.477,2.5,33149417,57.153,595.2061732
Ukraine,UKR,Europe,Eastern Europe,2010,0.734,2.4,45647497,70.26536585,2965.142365
United Arab Emirates,ARE,Asia,Western Asia,2010,0.824,6.3,8329453,76.344,35037.89267
Uruguay,URY,Americas,Latin America and the Caribbean,2010,0.78,6.9,3374414,76.588,11938.212
Uzbekistan,UZB,Asia,Central Asia,2010,0.664,1.6,27739764,70.005,1377.08214
Vanuatu,VUT,Oceania,Melanesia,2010,0.591,3.6,236299,70.721,2965.802434
Zambia,ZMB,Africa,Sub-Saharan Africa,2010,0.543,3,13917439,56.588,1463.213573
Zimbabwe,ZWE,Africa,Sub-Saharan Africa,2010,0.452,2.4,13973897,52.975,854.8476653
Afghanistan,AFG,Asia,Southern Asia,2011,0.463,1.52,28809167,61.666,599.2976298
Albania,ALB,Europe,Southern Europe,2011,0.752,3.05,2886010,77.031,4437.177794
Algeria,DZA,Africa,Northern Africa,2011,0.732,2.9,36717132,74.944,5432.41332
Angola,AGO,Africa,Sub-Saharan Africa,2011,0.508,2.01,21942296,59.042,4615.867475
Argentina,ARG,Americas,Latin America and the Caribbean,2011,0.822,3,41655616,75.761,12726.90836
Armenia,ARM,Asia,Western Asia,2011,0.732,2.63,2967984,73.571,3526.978143
Australia,AUS,Oceania,Australia and New Zealand,2011,0.93,8.84,22542371,81.89512195,62411.78545
Austria,AUT,Europe,Western Europe,2011,0.884,7.79,8423559,80.98292683,51374.95841
Azerbaijan,AZE,Asia,Western Asia,2011,0.742,2.38,9227512,71.26,7189.691229
Bahrain,BHR,Asia,Western Asia,2011,0.812,5.11,1306014,76.199,22512.1596
Bangladesh,BGD,Asia,Southern Asia,2011,0.557,2.66,153405612,70.626,835.7893401
Barbados,BRB,Americas,Latin America and the Caribbean,2011,0.785,7.77,280602,75.133,16610.41835
Belarus,BLR,Europe,Eastern Europe,2011,0.793,2.42,9487674,70.55365854,6519.230195
Belgium,BEL,Europe,Western Europe,2011,0.886,7.49,11005175,80.58536585,47702.81189
Belize,BLZ,Americas,Latin America and the Caribbean,2011,0.702,NA,329193,69.731,4515.892701
Benin,BEN,Africa,Sub-Saharan Africa,2011,0.458,2.97,9779391,59.595,825.9427854
Bhutan,BTN,Asia,Southern Asia,2011,0.581,5.74,732246,68.227,2458.045976
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2011,0.728,3.21,3832310,76.06,5054.325344
Botswana,BWA,Africa,Sub-Saharan Africa,2011,0.687,6.08,2089706,61.179,7483.878689
Brazil,BRA,Americas,Latin America and the Caribbean,2011,0.73,3.77,200517584,74.174,13167.47289
Bulgaria,BGR,Europe,Eastern Europe,2011,0.778,3.33,7355231,74.16341463,7813.806692
Burkina Faso,BFA,Africa,Sub-Saharan Africa,2011,0.384,3.05,16106851,57.762,666.8404101
Burundi,BDI,Africa,Sub-Saharan Africa,2011,0.393,1.94,9790151,55.338,247.2293791
Cambodia,KHM,Asia,South-eastern Asia,2011,0.54,2.11,14593099,67.034,882.4901462
Cameroon,CMR,Africa,Sub-Saharan Africa,2011,0.496,2.45,21119065,55.832,1429.647553
Canada,CAN,Americas,Northern America,2011,0.907,8.67,34499905,81.44878049,52082.21076
Central African Republic,CAF,Africa,Sub-Saharan Africa,2011,0.366,2.21,4530903,48.284,490.5103907
Chad,TCD,Africa,Sub-Saharan Africa,2011,0.381,2.04,12298512,50.778,989.2363633
Chile,CHL,Americas,Latin America and the Caribbean,2011,0.826,7.21,17201305,78.599,14705.69242
China,CHN,Asia,Eastern Asia,2011,0.703,3.64,1348174478,75.425,5633.795717
Colombia,COL,Americas,Latin America and the Caribbean,2011,0.707,3.45,46406446,73.5,7207.028905
Comoros,COM,Africa,Sub-Saharan Africa,2011,0.484,2.41,715972,62.24,1446.068018
Costa Rica,CRI,Americas,Latin America and the Caribbean,2011,0.758,4.8,4600487,78.911,9186.59639
Croatia,HRV,Europe,Southern Europe,2011,0.815,4.03,4302073,76.77560976,14578.2901
Cuba,CUB,Americas,Latin America and the Caribbean,2011,0.778,4.16,11323570,79.064,6075.924306
Cyprus,CYP,Asia,Western Asia,2011,0.85,6.27,1116644,79.62,32233.83942
Denmark,DNK,Europe,Northern Europe,2011,0.922,9.39,5576577,79.8,61753.66007
Djibouti,DJI,Africa,Sub-Saharan Africa,2011,0.46,2.98,841802,60.87,1430.986898
Dominica,DMA,Americas,Latin America and the Caribbean,2011,0.722,5.17,71402,NA,6986.046687
Dominican Republic,DOM,Americas,Latin America and the Caribbean,2011,0.706,2.59,10027140,72.901,5765.496453
Ecuador,ECU,Americas,Latin America and the Caribbean,2011,0.717,2.65,15177280,75.244,5223.351763
El Salvador,SLV,Americas,Latin America and the Caribbean,2011,0.67,3.42,6055208,72.195,3275.508626
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,2011,0.583,1.91,750918,56.265,21451.88617
Eritrea,ERI,Africa,Sub-Saharan Africa,2011,0.41,2.48,4789568,62.718,582.7755302
Estonia,EST,Europe,Northern Europe,2011,0.85,6.35,1328068,76.22926829,17454.84342
Ethiopia,ETH,Africa,Sub-Saharan Africa,2011,0.422,2.69,89858696,62.501,354.8463544
Fiji,FJI,Oceania,Melanesia,2011,0.714,NA,867327,69.448,4353.121392
Finland,FIN,Europe,Northern Europe,2011,0.884,9.4,5395816,80.47073171,50790.72415
France,FRA,Europe,Western Europe,2011,0.885,7.01,63268405,82.11463415,43790.7354
Gabon,GAB,Africa,Sub-Saharan Africa,2011,0.669,2.98,1577298,63.519,10716.20258
Georgia,GEO,Asia,Western Asia,2011,0.749,4.13,4196401,72.68,3725.063219
Germany,DEU,Europe,Western Europe,2011,0.916,8.05,80424665,80.43658537,46810.32796
Ghana,GHA,Africa,Sub-Saharan Africa,2011,0.563,3.85,24928503,61.254,1574.978653
Greece,GRC,Europe,Southern Europe,2011,0.858,3.39,11153047,80.73170732,25916.29353
Grenada,GRD,Americas,Latin America and the Caribbean,2011,0.744,NA,105070,72.84,7410.477525
Guatemala,GTM,Americas,Latin America and the Caribbean,2011,0.616,2.73,15049280,71.867,3187.841465
Guinea,GIN,Africa,Sub-Saharan Africa,2011,0.396,2.11,11316351,57.282,614.8647662
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2011,0.416,2.2,1673509,55.424,688.1412395
Guyana,GUY,Americas,Latin America and the Caribbean,2011,0.63,2.49,755883,66.117,3438.825278
Haiti,HTI,Americas,Latin America and the Caribbean,2011,0.477,1.8,10144890,61.699,740.9358452
Honduras,HND,Americas,Latin America and the Caribbean,2011,0.614,2.59,7621414,72.624,2120.589469
Hungary,HUN,Europe,Eastern Europe,2011,0.823,4.56,9988846,74.85853659,14118.12263
Iceland,ISL,Europe,Northern Europe,2011,0.901,8.27,321030,82.35853659,46181.95294
India,IND,Asia,Southern Asia,2011,0.59,3.1,1247446011,67.013,1461.671957
Indonesia,IDN,Asia,South-eastern Asia,2011,0.669,3.03,244808254,68.331,3634.276805
Iraq,IRQ,Asia,Western Asia,2011,0.656,1.8,31867758,68.702,5854.614497
Ireland,IRL,Europe,Northern Europe,2011,0.895,7.54,4652714,80.74634146,52186.49627
Israel,ISR,Asia,Western Asia,2011,0.889,5.81,7563334,81.65609756,33689.83853
Italy,ITA,Europe,Southern Europe,2011,0.877,3.91,59678993,82.18780488,38334.68385
Jamaica,JAM,Americas,Latin America and the Caribbean,2011,0.725,3.34,2752358,75.122,5093.972548
